"U-35, commanded by Lothar von Arnauld de la Perièr","1916-2-26","U-35, commanded by Lothar von Arnauld de la Perière, sinks the French transport ship Provence II, killing 930. U-35 was one of Germany's most successful u-boats: in 4 years and 8 days of operation it was responsible for sinking 224 ships."
"The Battle of the Java Sea begins and continues fo","1942-2-27","The Battle of the Java Sea begins and continues for three days, during which the Allies, under the command of the Dutch Admiral, Karel Doorman lose five cruisers and six destroyers, while the Japanese lose just 4 transports. The USS Houston, the largest US warship in SE Asia is sunk by gunfire and torpedoes from cruisers Mogami and Mikuma."
"Norsk Hydro 'heavy water' plant raid. Operation Gu","1943-2-28","Norsk Hydro 'heavy water' plant raid. Operation Gunnerside was carried out by Norwegian resistance soldiers trained in the UK and dropped by the RAF. They inflicted damage to the 'heavy water' plant at the Norsk Hydro power station near Ryukan. While the American atomic homb was being developed, it was feared that the Gemans were conducting parallel research since it was a German scientist who had discovered atomic fission and Germans had first published the theory of the chain-reacting pile. But the early purging from universities of suspected intellectuals and Jews had seriously weakened the German research teams."
"The heavy cruiser USS Houston and light cruiser HM","1942-3-1","The heavy cruiser USS Houston and light cruiser HMAS Perth, along with 1 British, 1 Dutch and 2 US destroyers, fleeing from the debacle at the Battle of Java Sea, surprise a Japanese landing force at Bantam Bay near the Sundra Strait, and are sunk by torpedoes and gunfire.  The Japanese force, comprising 2 heavy cruisers, one light cruiser, 9 destroyers, and various transports, manage to sink a minesweeper and a transport of their own, and seriously damage 3 more transports, through the unprecedented firing of 87 torpedoes. The rescued USS Houston crew were the first prisoners of World War II to be taken by the Japanese. Many of them were transported to Burma where they were forced to build the Burma-Thai Railway. The most famous bridge of the railroad came to be known as the Bridge over the River Kwai."
"The Battle of the Bismarck Sea opens Northeast of","1943-3-2","The Battle of the Bismarck Sea opens Northeast of New Guinea. A Japanese convoy is attacked by USAF B25 bombers, which sink 12 ships. The USAF had been experimenting with a new aerial tactic called skip-bombing, wherein the attacking airplane drops a bomb with a long-delay fuze close to the surface and lets it skip into the side of the target ship. This was the first occasion in which the Americans would use this new tactic. Of the nearly 4000 Japanese troops heading for New Guinea, only 850 were not lost."
"RAF Bomber Command, under its new C-in-C, Air Vice","1942-3-3","RAF Bomber Command, under its new C-in-C, Air Vice Marshal Harris, attacks the Renault plant in the Paris suburb of Billancourt. Of the 235 RAF planes that took off, only 1 failed to return. The target was marked with flares for the first time and serious damage done to production facilities, although many French workers were killed. On this same night, the Lancaster bomber makes its operational debut, laying mines of the French port of Brest."
"The Boston Massacre occurs when a young apprentice","1770-3-5","The Boston Massacre occurs when a young apprentice named Edward Gerrish accosted a British officer on the night of March 5 in King Street for a payment due his master. When he became vocal, a British sentry, Private White left his post outside the customs house to club the boy. Gerrish returned soon after with a group of boys who pelted White with snow, ice, and trash. The commotion brought the Officer of the Day, Captain Thomas Preston, who came to the soldier's aid with a corporal and eight other soldiers. The mob grew in size and continued throwing things at the British soldiers. As the parties closed, the soldiers fired. In this action, five Americans died, becoming the first-known casualties of the American Revolution."
"Convoy RA-57 (31 ships) sailing the Arctic route f","1944-3-4","Convoy RA-57 (31 ships) sailing the Arctic route from the Kola Peninsula to Loch Ewe, is attacked off Norway. The steam merchant Empire Tourist is sunk by U-703 for 7,062 gross tons lost. However, the convoys escorts sink 3 U-boats en-route, including U-472 which is sunk by gunfire and rockets from the British destroyer HMS Onslaught and Swordfish aircraft of the escort carrier HMS Chaser. HMS Chaser chasing pic"
"Remember the Alamo After a 13-day siege (waiting f","1836-3-6","Remember the Alamo After a 13-day siege (waiting for their 12lb cannon to arrive), 1400 Mexican army soldiers led by Gen. Antonio López de Santa Anna attacked the 180 defenders inside the makeshift fort (previously a mission church built by Spain). Advancing in four columns at 6:30 am, they took the Alamo by 8 am losing an estimated 250 soldiers. Among the American casualties were Jim Bowie and Davey Crockett."
"Advancing towards Berlin, the leading tanks of US","1945-3-7","Advancing towards Berlin, the leading tanks of US 3rd Corps (part of US 1st Army) reach the Rhine River opposite Remagen and find the Ludendorff Bridge there damaged but still standing. Troops are immediately rushed across and a bridgehead is firmly established during the day. Other elements of the US 1st Army complete the capture of Cologne (Koln)."
"In Liberated France, during the night, German forc","1945-3-8","In Liberated France, during the night, German forces from the garrisons in the occupied Channel Islands mount a raid on Granville on the west coast of the Cotentin Peninsula. One small US warship and 4 merchant ships are sunk. The raiders also free 67 German prisoners of war."
"U-510 torpedoes eight ships in three hours off the","1943-3-9","U-510 torpedoes eight ships in three hours off the coast of Brazil, in what is the most successful single U-boat action of the war. U-510 did not lose a single crew member in it's run of 15 sinkings and 8 damaged ships. It was taken out of service on 10 May, 1945 at St Nazaire, France."
"The RAF attacks Le Havre and at the same time give","1941-3-10","The RAF attacks Le Havre and at the same time gives the new 4-engine Halifax bomber its debut, although one of the six Halifax's involved is shot down on its return flight by an RAF night fighter."
"Hermann Goering creates the German Air Force (the","1934-3-11","Hermann Goering creates the German Air Force (the Luftwaffe). Goering had been an ace during WWI where he shot down 22 planes. He also created the Geheime Staatspolizei, or Gestapo."
"A peace treaty is concluded between Finland and Ru","1940-3-12","A peace treaty is concluded between Finland and Russia, that formally ends the Winter War. The terms of this treaty are harsh for Finland, who are forced to cede the entire Karelia Isthmus, which becomes the Russian Republic of Karelia."
"The Battle of Dien Bien Phu occurred between Viet","1954-3-13","The Battle of Dien Bien Phu occurred between Viet Minh forces and French airborne and Foreign Legion forces. The battle was fought near the village of Dien Bien Phu in northern Vietnam and became the last battle in the Indochina War which had begun in 1947. The victory by the Viet Minh led to the 1954 Geneva accords, which partitioned Vietnam into a communist Northern and pro-Western South Vietnamese governments. This partition was supposed to be temporary, and the two sides were supposed to be reunited by national elections in 1956. Thus the competition for the whole of Vietnam began, and would escalate into the Vietnam War."
